"","SKEP","Year","Fno","Identifier","DVS","DVS2","WS","WS2","Wstress"
"196","SKEPI",2010,"Field 91","SKP-ID-WJ-CIK-WS2010-21","40",100,9,5,0
"197","SKEPI",2010,"Field 92","SKP-ID-WJ-GAR-WS2010-22","40",100,7,6,0
"198","SKEPI",2010,"Field 93","SKP-ID-WJ-GAR-WS2010-23","80",100,8,2,0
"199","SKEPI",2010,"Field 94","SKP-ID-WJ-GAR-WS2010-24","40",100,7,5,0
"200","SKEPI",2010,"Field 95","SKP-ID-WJ-GAR-WS2010-25","40",100,7,7,0
"201","SKEPI",2010,"Field 101","SKP-IN-ERO-SEN-WS2010-1","50",90,2,7,-1
"202","SKEPI",2010,"Field 102","SKP-IN-ERO-MET-WS2010-2","50",90,5,9,-1
"203","SKEPI",2010,"Field 103","SKP-IN-ERO-MKD-WS2010-3","50",90,2,7,-1
"204","SKEPI",2010,"Field 104","SKP-IN-ERO-KET-WS2010-4","50",90,2,2,-1
"205","SKEPI",2010,"Field 105","SKP-IN-ERO-KUN-WS2010-5","50",90,7,7,0
"206","SKEPI",2010,"Field 106","SKP-IN-ERO-MAR-WS2010-6","50",90,6,6,-1
"207","SKEPI",2010,"Field 107","SKP-IN-ERO-MLL-WS2010-7","50",90,2,2,-1
"208","SKEPI",2010,"Field 108","SKP-IN-ERO-VED-WS2010-8","50",90,3,6,-1
"209","SKEPI",2010,"Field 109","SKP-IN-ERO-NAC-WS2010-9","50",90,5,5,-1
"210","SKEPI",2010,"Field 110","SKP-IN-ERO-JAL-WS2010-10","50",90,3,5,-1
"211","SKEPI",2010,"Field 111","SKP-IN-ERO-UKK-WS2010-11","50",90,2,7,-1
"212","SKEPI",2010,"Field 112","SKP-IN-ERO-THA-WS2010-12","50",90,2,7,-1
"213","SKEPI",2010,"Field 113","SKP-IN-ERO-PAZ-WS2010-13","50",90,6,7,-1
"214","SKEPI",2010,"Field 114","SKP-IN-ERO-THA-WS2010-14","50",90,2,3,-1
"215","SKEPI",2010,"Field 115","SKP-IN-ERO-PUL-WS2010-15","50",90,6,7,-1
"216","SKEPI",2010,"Field 116","SKP-IN-ERO-RAN-WS2010-16","50",90,6,6,-1
"217","SKEPI",2010,"Field 117","SKP-IN-ERO-MET-WS2010-17","50",90,2,8,-1
"218","SKEPI",2010,"Field 118","SKP-IN-ERO-SEN-WS2010-18","50",90,6,6,-1
"219","SKEPI",2010,"Field 119","SKP-IN-ERO-MET-WS2010-19","50",90,2,7,-1
"220","SKEPI",2010,"Field 120","SKP-IN-ERO-PER-WS2010-20","50",90,6,7,-1
"221","SKEPI",2011,"Field 186","SKP-ID-WJ-SUM-DS2011-1","60",100,3,1,-1
"222","SKEPI",2011,"Field 187","SKP-ID-WJ-SUM-DS2011-2","60",100,5,2,-1
"223","SKEPI",2011,"Field 188","SKP-ID-WJ-SUM-DS2011-3","40",100,3,2,-1
"224","SKEPI",2011,"Field 189","SKP-ID-WJ-SUM-DS2011-4","40",100,6,6,-1
"225","SKEPI",2011,"Field 190","SKP-ID-WJ-SUM-DS2011-5","60",100,3,1,-1
"226","SKEPI",2011,"Field 191","SKP-ID-WJ-SUM-DS2011-6","40",90,5,2,-1
"227","SKEPI",2011,"Field 192","SKP-ID-WJ-SUM-DS2011-7","50",90,1,1,-1
"228","SKEPI",2011,"Field 193","SKP-ID-WJ-CIR-DS2011-8","50",90,4,1,-1
"229","SKEPI",2011,"Field 194","SKP-ID-WJ-KUN-DS2011-9","70",90,5,2,0
"230","SKEPI",2011,"Field 195","SKP-ID-WJ-KUN-DS2011-10","40",90,6,3,-1
"231","SKEPI",2011,"Field 196","SKP-ID-WJ-KUN-DS2011-11","50",90,7,2,0
"232","SKEPI",2011,"Field 197","SKP-ID-WJ-MAJ-DS2011-12","40",90,7,3,0
"233","SKEPI",2011,"Field 198","SKP-ID-WJ-MAJ-DS2011-13","50",100,7,2,0
"234","SKEPI",2011,"Field 199","SKP-ID-WJ-MAJ-DS2011-14","40",90,6,2,-1
"235","SKEPI",2011,"Field 200","SKP-ID-WJ-MAJ-DS2011-15","40",90,6,2,-1
"236","SKEPI",2011,"Field 201","SKP-ID-WJ-MAJ-DS2011-16","50",90,4,1,-1
"237","SKEPI",2011,"Field 202","SKP-ID-WJ-GAR-DS2011-17","40",90,6,1,-1
"238","SKEPI",2011,"Field 203","SKP-ID-WJ-GAR-DS2011-18","40",90,7,4,0
"239","SKEPI",2011,"Field 204","SKP-ID-WJ-GAR-DS2011-19","70",100,2,1,-1
"240","SKEPI",2011,"Field 205","SKP-ID-WJ-GAR-DS2011-20","40",90,7,2,0
"241","SKEPI",2011,"Field 206","SKP-ID-WJ-GAR-DS2011-21","50",100,7,2,0
"242","SKEPI",2011,"Field 207","SKP-ID-WJ-KUN-DS2011-22","40",90,1,1,-1
"243","SKEPI",2011,"Field 208","SKP-ID-WJ-CIA-DS2011-23","50",90,2,1,-1
"244","SKEPI",2011,"Field 209","SKP-ID-WJ-CIA-DS2011-24","60",100,7,6,0
"245","SKEPI",2011,"Field 210","SKP-ID-WJ-CIA-DS2011-25","40",90,7,4,0
"246","SKEPI",2011,"Field 211","SKP-ID-WJ-CIA-DS2011-26","80",100,7,2,0
"247","SKEPI",2011,"Field 212","SKP-ID-WJ-CIA-DS2011-27","40",90,7,3,0
"248","SKEPI",2011,"Field 213","SKP-ID-WJ-CIA-DS2011-28","40",100,9,3,0
"249","SKEPI",2011,"Field 214","SKP-ID-WJ-GAR-DS2011-29","40",90,7,3,0
"250","SKEPI",2011,"Field 215","SKP-ID-WJ-KEC-DS2011-30","40",90,7,2,0
"251","SKEPI",2011,"Field 216","SKP-ID-WJ-BAN-DS2011-31","40",90,6,2,-1
"252","SKEPI",2011,"Field 217","SKP-ID-WJ-SUM-DS2011-32","40",90,2,2,-1
"253","SKEPI",2011,"Field 218","SKP-ID-WJ-BAN-DS2011-33","40",100,7,3,0
"254","SKEPI",2011,"Field 219","SKP-ID-WJ-BAN-DS2011-34","40",100,3,2,-1
"255","SKEPI",2011,"Field 220","SKP-ID-WJ-BAN-DS2011-35","40",100,3,1,-1
"256","SKEPI",2011,"Field 221","SKP-ID-WJ-CNJ-DS2011-36","40",90,3,3,-1
"257","SKEPI",2011,"Field 222","SKP-ID-WJ-CNJ-DS2011-37","40",100,2,2,-1
"258","SKEPI",2011,"Field 223","SKP-ID-WJ-CNJ-DS2011-38","40",90,7,2,0
"259","SKEPI",2011,"Field 224","SKP-ID-WJ-CNJ-DS2011-39","40",100,6,3,-1
"260","SKEPI",2011,"Field 225","SKP-ID-WJ-CNJ-DS2011-40","40",90,7,2,0
"261","SKEPI",2011,"Field 226","SKP-ID-WJ-SUK-DS2011-41","40",90,6,2,-1
"262","SKEPI",2011,"Field 227","SKP-ID-WJ-SUK-DS2011-42","40",90,6,3,-1
"263","SKEPI",2011,"Field 228","SKP-ID-WJ-CNJ-DS2011-43","40",90,3,1,-1
"264","SKEPI",2011,"Field 229","SKP-ID-WJ-BOG-DS2011-44","40",90,6,3,-1
"265","SKEPI",2011,"Field 230","SKP-ID-WJ-BOG-DS2011-45","40",90,7,2,0
"266","SKEPI",2011,"Field 231","SKP-ID-WJ-BAR-DS2011-46","40",90,7,3,0
"267","SKEPI",2011,"Field 232","SKP-ID-WJ-BEK-DS2011-47","40",90,7,3,0
"268","SKEPI",2011,"Field 233","SKP-ID-WJ-BEK-DS2011-48","40",90,7,3,0
"269","SKEPI",2011,"Field 234","SKP-ID-WJ-BEK-DS2011-49","40",100,7,2,0
"270","SKEPI",2011,"Field 235","SKP-ID-WJ-BEK-DS2011-50","40",100,7,1,0
"271","SKEPI",2011,"Field 236","SKP-ID-WJ-BOG-DS2011-51","40",90,6,2,-1
"272","SKEPI",2011,"Field 237","SKP-ID-WJ-BOG-DS2011-52","40",90,7,1,0
"273","SKEPI",2011,"Field 238","SKP-ID-WJ-BOG-DS2011-53","40",100,7,4,0
"274","SKEPI",2011,"Field 239","SKP-ID-WJ-BOG-DS2011-54","40",90,1,1,-1
"275","SKEPI",2011,"Field 240","SKP-ID-WJ-BOG-DS2011-55","40",100,6,2,-1
"276","SKEPI",2011,"Field 241","SKP-ID-WJ-BOG-DS2011-56","40",90,6,2,-1
"277","SKEPI",2011,"Field 242","SKP-ID-WJ-BOG-DS2011-57","40",90,2,2,-1
"278","SKEPI",2011,"Field 243","SKP-ID-WJ-CNJ-DS2011-58","40",90,6,2,-1
"279","SKEPI",2011,"Field 244","SKP-ID-WJ-BAN-DS2011-59","40",90,6,2,-1
"280","SKEPI",2011,"Field 245","SKP-ID-WJ-BAN-DS2011-60","40",100,6,2,-1
"281","SKEPI",2011,"Field 96","SKP-IN-COI-PET-DS2010-1","50",70,6,6,-1
"282","SKEPI",2011,"Field 97","SKP-IN-COI-ANA-DS2010-2","50",70,6,7,-1
"283","SKEPI",2011,"Field 98","SKP-IN-COI-MAL-DS2010-3","50",70,7,7,0
"284","SKEPI",2011,"Field 99","SKP-IN-COI-NEL-DS2010-4","50",70,7,7,0
"285","SKEPI",2011,"Field 100","SKP-IN-COI-ANA-DS2010-5","50",70,7,7,0
"286","SKEPII",2013,"1","IDNDS1301","30",90,5,1,-1
"287","SKEPII",2013,"2","IDNDS1302","30",90,5,1,-1
"288","SKEPII",2013,"3","IDNDS1303","30",90,5,1,-1
"289","SKEPII",2013,"4","IDNDS1304","30",90,5,3,-1
"290","SKEPII",2013,"5","IDNDS1305","30",90,5,2,-1
"291","SKEPII",2013,"6","IDNDS1306","30",90,5,4,-1
"292","SKEPII",2013,"7","IDNDS1307","30",90,5,4,-1
"293","SKEPII",2013,"8","IDNDS1308","30",90,5,3,-1
"294","SKEPII",2013,"9","IDNDS1309","30",90,4,3,-1
"295","SKEPII",2013,"10","IDNDS1310","30",90,5,4,-1
"296","SKEPII",2013,"11","IDNDS1311","30",90,5,3,-1
"297","SKEPII",2013,"12","IDNDS1312","30",90,5,2,-1
"298","SKEPII",2013,"13","IDNDS1313","30",90,5,2,-1
"299","SKEPII",2013,"14","IDNDS1314","30",90,5,2,-1
"300","SKEPII",2013,"15","IDNDS1315","30",90,5,2,-1
"301","SKEPII",2013,"1","IDNWS1301","45",90,7,2,0
"302","SKEPII",2013,"2","IDNWS1302","45",90,7,2,0
"303","SKEPII",2013,"3","IDNWS1303","45",90,7,2,0
"304","SKEPII",2013,"4","IDNWS1304","45",90,7,2,0
"305","SKEPII",2013,"5","IDNWS1305","45",90,7,2,0
"306","SKEPII",2013,"6","IDNWS1306","45",90,7,2,0
"307","SKEPII",2013,"7","IDNWS1307","45",90,7,2,0
"308","SKEPII",2013,"8","IDNWS1308","45",90,7,2,0
"309","SKEPII",2013,"9","IDNWS1309","45",90,7,2,0
"310","SKEPII",2013,"10","IDNWS1310","45",90,7,2,0
"311","SKEPII",2013,"11","IDNWS1311","45",90,7,2,0
"312","SKEPII",2013,"12","IDNWS1312","45",90,7,2,0
"313","SKEPII",2013,"13","IDNWS1313","45",90,7,2,0
"314","SKEPII",2013,"14","IDNWS1314","45",90,7,2,0
"315","SKEPII",2013,"15","IDNWS1315","45",90,7,2,0
"316","SKEPII",2013,"1","INDodsDS1301","45",90,7,2,0
"317","SKEPII",2013,"2","INDodsDS1302","45",90,7,2,0
"318","SKEPII",2013,"3","INDodsDS1303","45",90,7,2,0
"319","SKEPII",2013,"4","INDodsDS1304","45",90,7,2,0
"320","SKEPII",2013,"5","INDodsDS1305","45",90,7,2,0
"321","SKEPII",2013,"6","INDodsDS1306","45",90,7,2,0
"322","SKEPII",2013,"7","INDodsDS1307","45",90,7,2,0
"323","SKEPII",2013,"8","INDodsDS1308","45",90,7,2,0
"324","SKEPII",2013,"9","INDodsDS1309","45",90,7,2,0
"325","SKEPII",2013,"10","INDodsDS1310","45",90,7,2,0
"326","SKEPII",2013,"11","INDodsDS1311","45",90,7,2,0
"327","SKEPII",2013,"12","INDodsDS1312","45",90,7,2,0
"328","SKEPII",2013,"13","INDodsDS1313","45",90,7,2,0
"329","SKEPII",2013,"14","INDodsDS1314","45",90,7,2,0
"330","SKEPII",2013,"15","INDodsDS1315","45",90,7,2,0
"331","SKEPII",2013,"1","INDodsWS1301","45",90,7,2,0
"332","SKEPII",2013,"2","INDodsWS1302","45",90,7,2,0
"333","SKEPII",2013,"3","INDodsWS1303","45",90,7,2,0
"334","SKEPII",2013,"4","INDodsWS1304","45",90,7,2,0
"335","SKEPII",2013,"5","INDodsWS1305","45",90,7,2,0
"336","SKEPII",2013,"6","INDodsWS1306","45",90,7,2,0
"337","SKEPII",2013,"7","INDodsWS1307","45",90,7,2,0
"338","SKEPII",2013,"8","INDodsWS1308","45",90,7,2,0
"339","SKEPII",2013,"9","INDodsWS1309","45",90,7,2,0
"340","SKEPII",2013,"10","INDodsWS1310","45",90,7,2,0
"341","SKEPII",2013,"11","INDodsWS1311","45",90,7,2,0
"342","SKEPII",2013,"12","INDodsWS1312","45",90,7,2,0
"343","SKEPII",2013,"1","INDkutDS1301","40",90,7,6,0
"344","SKEPII",2013,"2","INDkutDS1302","40",90,7,4,0
"345","SKEPII",2013,"3","INDkutDS1303","40",90,7,4,0
"346","SKEPII",2013,"4","INDkutDS1304","40",90,7,4,0
"347","SKEPII",2013,"5","INDkutDS1305","40",90,7,4,0
"348","SKEPII",2013,"6","INDkutDS1306","40",90,7,4,0
"349","SKEPII",2013,"7","INDkutDS1307","40",90,7,4,0
"350","SKEPII",2013,"8","INDkutDS1308","40",90,7,4,0
"351","SKEPII",2013,"9","INDkutDS1309","40",90,7,4,0
"352","SKEPII",2013,"10","INDkutDS1310","40",90,7,4,0
"353","SKEPII",2013,"11","INDkutDS1311","40",90,7,4,0
"354","SKEPII",2013,"12","INDkutDS1312","40",90,7,4,0
"355","SKEPII",2013,"13","INDkutDS1313","40",90,7,4,0
"356","SKEPII",2013,"14","INDkutDS1314","40",90,7,4,0
"357","SKEPII",2013,"15","INDkutDS1315","40",90,7,4,0
"358","SKEPII",2013,"1","INDkutWS1301","40",90,7,4,0
"359","SKEPII",2013,"2","INDkutWS1302","40",90,7,4,0
"360","SKEPII",2013,"3","INDkutWS1303","40",90,7,4,0
"361","SKEPII",2013,"4","INDkutWS1304","40",90,7,4,0
"362","SKEPII",2013,"5","INDkutWS1305","40",90,7,4,0
"363","SKEPII",2013,"6","INDkutWS1306","40",90,7,4,0
"364","SKEPII",2013,"7","INDkutWS1307","40",90,7,4,0
"365","SKEPII",2013,"8","INDkutWS1308","40",90,7,4,0
"366","SKEPII",2013,"9","INDkutWS1309","40",90,7,4,0
"367","SKEPII",2013,"10","INDkutWS1310","40",90,7,4,0
"368","SKEPII",2013,"11","INDkutWS1311","40",90,7,4,0
"369","SKEPII",2013,"12","INDkutWS1312","40",90,7,4,0
"370","SKEPII",2013,"13","INDkutWS1313","40",90,7,4,0
"371","SKEPII",2013,"14","INDkutWS1314","40",90,7,4,0
"372","SKEPII",2013,"15","INDkutWS1315","40",90,7,4,0
"373","SKEPII",2013,"1","THAWS1301","40",90,7,2,0
"374","SKEPII",2013,"2","THAWS1302","40",90,7,2,0
"375","SKEPII",2013,"3","THAWS1303","40",90,7,2,0
"376","SKEPII",2013,"4","THAWS1304","40",90,7,2,0
"377","SKEPII",2013,"5","THAWS1305","40",90,7,2,0
"378","SKEPII",2013,"6","THAWS1306","30",90,7,2,0
"379","SKEPII",2013,"7","THAWS1307","30",90,7,2,0
"380","SKEPII",2013,"8","THAWS1308","30",90,7,2,0
"381","SKEPII",2013,"9","THAWS1309","30",90,7,2,0
"382","SKEPII",2013,"10","THAWS1310","30",90,7,2,0
"383","SKEPII",2013,"11","THAWS1311","30",90,7,2,0
"384","SKEPII",2013,"12","THAWS1312","40",100,7,2,0
"385","SKEPII",2013,"13","THAWS1313","30",90,7,2,0
"386","SKEPII",2013,"14","THAWS1314","30",100,7,2,0
"387","SKEPII",2013,"15","THAWS1315","30",90,7,2,0
"388","SKEPII",2013,"16","THAWS1316","30",100,7,2,0
"389","SKEPII",2013,"17","THAWS1317","30",100,7,2,0
"390","SKEPII",2013,"18","THAWS1318","30",100,7,2,0
"391","SKEPII",2013,"19","THAWS1319","30",100,7,2,0
"392","SKEPII",2013,"20","THAWS1320","30",100,7,2,0
"393","SKEPII",2013,"1","VNMWS1301","40",90,8,8,-1
"394","SKEPII",2013,"2","VNMWS1302","40",90,7,9,0
"395","SKEPII",2013,"3","VNMWS1303","40",90,5,7,-1
"396","SKEPII",2013,"4","VNMWS1304","40",90,7,7,0
"397","SKEPII",2013,"5","VNMWS1305","40",90,7,9,0
"398","SKEPII",2013,"6","VNMWS1306","40",90,9,6,0
"399","SKEPII",2013,"7","VNMWS1307","40",90,5,5,-1
"400","SKEPII",2013,"8","VNMWS1308","40",90,5,5,-1
"401","SKEPII",2013,"9","VNMWS1309","40",90,6,6,-1
"402","SKEPII",2013,"10","VNMWS1310","40",90,5,5,-1
"403","SKEPII",2013,"11","VNMWS1311","40",90,7,2,0
"404","SKEPII",2013,"12","VNMWS1312","40",90,7,7,0
"405","SKEPII",2013,"13","VNMWS1313","40",90,7,7,0
"406","SKEPII",2013,"14","VNMWS1314","40",90,7,3,0
"407","SKEPII",2013,"15","VNMWS1315","40",90,7,3,0
"408","SKEPII",2013,"16","VNMWS1316","40",90,5,5,-1
"409","SKEPII",2013,"17","VNMWS1317","40",90,5,5,-1
"410","SKEPII",2013,"18","VNMWS1318","40",90,7,7,0
"411","SKEPII",2013,"19","VNMWS1319","40",90,7,5,0
"412","SKEPII",2013,"20","VNMWS1320","40",90,7,5,0
"413","SKEPII",2013,"21","VNMWS1321","40",90,7,5,0
"414","SKEPII",2013,"22","VNMWS1322","40",90,5,5,-1
"415","SKEPII",2013,"23","VNMWS1323","40",90,11,5,-1
"416","SKEPII",2013,"24","VNMWS1324","40",90,7,5,0
"417","SKEPII",2013,"25","VNMWS1325","40",90,7,7,0
"418","SKEPII",2013,"26","VNMWS1326","40",90,7,11,0
"419","SKEPII",2013,"27","VNMWS1327","40",90,7,7,0
"420","SKEPII",2013,"28","VNMWS1328","40",90,7,7,0
"421","SKEPII",2013,"29","VNMWS1329","40",90,7,7,0
"422","SKEPII",2013,"30","VNMWS1330","40",90,7,7,0
